id_inmueble,fuente,barrio,precio_cop,area_m2,habitaciones,banos,precio_x_m2
PANDA-7737275,Panda Inmobiliaria,Centro,3980000,46,0,0,86521.73913043478
PANDA-7985302,Panda Inmobiliaria,Centro,1150000,30,0,1,38333.333333333336
PANDA-8016838,Panda Inmobiliaria,ZuÑiga,6300000,106,2,2,59433.96226415094
PANDA-8029268,Panda Inmobiliaria,Guaimaro,26500000,774,0,4,34237.72609819121
PANDA-8069151,Panda Inmobiliaria,Poblado,3400000,30,0,0,113333.33333333333
PANDA-8094706,Panda Inmobiliaria,Poblado,20000000,350,4,5,57142.857142857145
PANDA-8120622,Panda Inmobiliaria,Centro,1150000,30,0,1,38333.333333333336
PANDA-8222405,Panda Inmobiliaria,Gualanday,6500000,175,3,3,37142.857142857145
PANDA-8236726,Panda Inmobiliaria,La Tolva,15000000,400,0,4,37500.0
PANDA-8298914,Panda Inmobiliaria,Centro,4800000,100,0,2,48000.0
PANDA-8317389,Panda Inmobiliaria,El Carmelo,5000000,120,0,1,41666.666666666664
PANDA-8333700,Panda Inmobiliaria,Las Casitas,3000000,62,3,2,48387.096774193546
PANDA-8333703,Panda Inmobiliaria,Bucarest,2000000,30,0,1,66666.66666666667
PANDA-8401669,Panda Inmobiliaria,Oasis,2500000,75,3,2,33333.333333333336
PANDA-8410424,Panda Inmobiliaria,Centro,1500000,15,0,1,100000.0
PANDA-8426425,Panda Inmobiliaria,Andalucia,2200000,33,0,1,66666.66666666667
PANDA-8430232,Panda Inmobiliaria,Centro,20000000,243,0,3,82304.5267489712
PANDA-8446994,Panda Inmobiliaria,Trianon,3500000,0,3,2,
PANDA-8464503,Panda Inmobiliaria,Milla De Oro,5570000,66,0,1,84393.93939393939
PANDA-8469013,Panda Inmobiliaria,Fontibon,1600000,54,2,2,29629.62962962963
PANDA-8474007,Panda Inmobiliaria,Guaimaro,0,20,0,1,0.0
PANDA-8474553,Panda Inmobiliaria,Centro,800000,12,0,1,66666.66666666667
PANDA-8474597,Panda Inmobiliaria,Centro,1500000,30,0,1,50000.0
PANDA-8486518,Panda Inmobiliaria,Medellin,18000000,260,7,5,69230.76923076923
PANDA-8508928,Panda Inmobiliaria,Fontibon,1600000,58,3,2,27586.206896551725
PANDA-8536621,Panda Inmobiliaria,Los Colegios,2000000,54,2,1,37037.03703703704
PANDA-8537778,Panda Inmobiliaria,Centro,1400000,24,0,0,58333.333333333336
PANDA-8574669,Panda Inmobiliaria,El Dorado,2900000,75,3,2,38666.666666666664
PANDA-8576697,Panda Inmobiliaria,Fontibon,1700000,57,2,2,29824.56140350877
PANDA-8589328,Panda Inmobiliaria,La Magnolia,3000000,85,4,3,35294.117647058825
PANDA-8590025,Panda Inmobiliaria,Poblado,6500000,56,0,1,116071.42857142857
PANDA-8996035,Panda Inmobiliaria,Alto Bonito,1400000,54,2,2,25925.925925925927
PANDA-9035949,Panda Inmobiliaria,Poblado,8500000,236,3,5,36016.94915254237
PANDA-9051158,Panda Inmobiliaria,Centro,2300000,37,0,1,62162.16216216216
PANDA-9073389,Panda Inmobiliaria,Trianon,3600000,120,4,4,30000.0
PANDA-9084027,Panda Inmobiliaria,Fontibon,1600000,57,2,2,28070.175438596492
PANDA-9107452,Panda Inmobiliaria,La Mina,3400000,136,0,1,25000.0
PANDA-9120631,Panda Inmobiliaria,Provenza,25000000,340,8,4,73529.41176470589
PANDA-9169285,Panda Inmobiliaria,Poblado,6000000,125,3,2,48000.0
PANDA-9171088,Panda Inmobiliaria,Centro,3500000,100,0,2,35000.0
PANDA-9206382,Panda Inmobiliaria,Fontibon,1500000,57,3,2,26315.78947368421
PANDA-9216400,Panda Inmobiliaria,El Chocho,12000000,170,0,3,70588.23529411765
PANDA-9218530,Panda Inmobiliaria,Centro,12000000,350,12,5,34285.71428571428
PANDA-9218796,Panda Inmobiliaria,Loma De Los Parra,6000000,147,3,1,40816.32653061225
PANDA-9221882,Panda Inmobiliaria,Villagrande,15000000,120,0,2,125000.0
PANDA-9222175,Panda Inmobiliaria,Antioquia Medellín,1950000,14,0,1,139285.7142857143
PANDA-9227075,Panda Inmobiliaria,Santa Maria De Los Angeles,4600000,51,0,1,90196.07843137255
PANDA-9227153,Panda Inmobiliaria,Santa Maria De Los Angeles,4400000,43,0,1,102325.58139534884
PANDA-9247293,Panda Inmobiliaria,Antioquia Sabaneta,11500000,170,0,2,67647.05882352941
PANDA-9269531,Panda Inmobiliaria,El Dorado,3200000,78,3,2,41025.64102564102
PANDA-9275558,Panda Inmobiliaria,La Loma Del Indio,6500000,150,3,3,43333.333333333336
PANDA-9288944,Panda Inmobiliaria,Las Casitas,3000000,75,3,2,40000.0
PANDA-9297145,Panda Inmobiliaria,Barrio Mesa,1600000,35,0,1,45714.28571428572
PANDA-9302799,Panda Inmobiliaria,Poblado,16000000,84,0,0,190476.19047619047
PANDA-9304903,Panda Inmobiliaria,San Marcos,4500000,180,5,3,25000.0
PANDA-9304972,Panda Inmobiliaria,Centro,1300000,15,0,1,86666.66666666667
PANDA-9307553,Panda Inmobiliaria,Centro,16000000,190,0,2,84210.52631578948
PANDA-9310365,Panda Inmobiliaria,Fontibon,1630000,57,3,2,28596.491228070176
PANDA-9316571,Panda Inmobiliaria,Fontibon,1700000,60,2,2,28333.333333333332
PANDA-9319656,Panda Inmobiliaria,Laureles,6800000,240,4,3,28333.333333333332
PANDA-9329491,Panda Inmobiliaria,Fontibon,1650000,55,3,2,30000.0
PANDA-9332402,Panda Inmobiliaria,Barro Blanco,2300000,65,2,2,35384.61538461538
PANDA-9339132,Panda Inmobiliaria,El Porvenir,2500000,66,2,2,37878.78787878788
PANDA-9339173,Panda Inmobiliaria,Porvenir,3200000,91,3,3,35164.83516483517
PANDA-9339243,Panda Inmobiliaria,Barro Blanco,3000000,68,3,2,44117.64705882353
PANDA-9339723,Panda Inmobiliaria,El Dorado,5000000,166,5,2,30120.481927710844
PANDA-9347076,Panda Inmobiliaria,Aguacatala,6500000,150,3,2,43333.333333333336
PANDA-9348811,Panda Inmobiliaria,El Portal,1800000,20,0,1,90000.0
PANDA-9350622,Panda Inmobiliaria,El Porvenir,2000000,55,1,2,36363.63636363636
PANDA-9350676,Panda Inmobiliaria,El Porvenir,2300000,65,2,2,35384.61538461538
PANDA-9350726,Panda Inmobiliaria,El Porvenir,3000000,90,0,3,33333.333333333336
PANDA-9350741,Panda Inmobiliaria,El Porvenir,3000000,90,3,3,33333.333333333336
PANDA-9350765,Panda Inmobiliaria,El Porvenir,3000000,91,3,3,32967.03296703297
PANDA-9350807,Panda Inmobiliaria,San Antonio,2500000,58,2,2,43103.44827586207
PANDA-9354021,Panda Inmobiliaria,Envigado,17000000,380,4,3,44736.84210526316
PANDA-9358071,Panda Inmobiliaria,Alcala,2200000,65,2,0,33846.153846153844
PANDA-9371759,Panda Inmobiliaria,Centro,1500000,30,0,1,50000.0
PANDA-9375315,Panda Inmobiliaria,Centro,1500000,30,0,1,50000.0
PANDA-9378714,Panda Inmobiliaria,Barrio Mesa,2300000,24,0,1,95833.33333333333
PANDA-9382141,Panda Inmobiliaria,Santa Maria De Los Angeles,12500000,217,8,4,57603.6866359447
PANDA-9405735,Panda Inmobiliaria,La Cuenca,2800000,65,3,2,43076.92307692308
PANDA-9408311,Panda Inmobiliaria,Centro,7500000,40,0,1,187500.0
PANDA-9411047,Panda Inmobiliaria,La Magnolia,1500000,12,0,1,125000.0
PANDA-9420323,Panda Inmobiliaria,Aliadas Del Sur,26000000,859,0,4,30267.753201396972
PANDA-9428614,Panda Inmobiliaria,Centro,10500000,260,5,3,40384.61538461538
PANDA-9431078,Panda Inmobiliaria,Los Colegios,2700000,65,3,2,41538.46153846154
PANDA-9431207,Panda Inmobiliaria,El Porvenir,2800000,65,3,2,43076.92307692308
PANDA-9434623,Panda Inmobiliaria,Porvenir,2900000,78,3,2,37179.48717948718
PANDA-9434973,Panda Inmobiliaria,Barro Blanco,2900000,77,3,2,37662.33766233766
PANDA-9449345,Panda Inmobiliaria,Porvenir,3000000,89,3,3,33707.86516853933
PANDA-9451595,Panda Inmobiliaria,Barrio Mesa,3000000,40,0,1,75000.0
PANDA-9452885,Panda Inmobiliaria,Barro Blanco,3000000,75,3,2,40000.0
PANDA-9459122,Panda Inmobiliaria,Barro Blanco,2750000,65,2,2,42307.692307692305
PANDA-9459141,Panda Inmobiliaria,Barro Blanco,3100000,80,3,2,38750.0
PANDA-9465635,Panda Inmobiliaria,Alcala,2500000,30,0,1,83333.33333333333
PANDA-9467978,Panda Inmobiliaria,Porvenir,3300000,37,1,1,89189.18918918919
PANDA-9478119,Panda Inmobiliaria,Poblado,9500000,97,0,2,97938.14432989691
PANDA-9485276,Panda Inmobiliaria,Manila,35000000,265,0,1,132075.4716981132
PANDA-9499858,Panda Inmobiliaria,Itagui,3400000,73,3,2,46575.34246575343
PANDA-9512151,Panda Inmobiliaria,Poblado,45867780,420,0,3,109209.0
PANDA-9513579,Panda Inmobiliaria,Gualanday,6200000,210,3,3,29523.809523809523
PANDA-9552944,Panda Inmobiliaria,Poblado,2300000,12,0,1,191666.66666666666
PANDA-9590192,Panda Inmobiliaria,Centro,4000000,130,0,2,30769.23076923077
PANDA-9611624,Panda Inmobiliaria,Fontibon,1700000,66,2,2,25757.575757575756
PANDA-9615183,Panda Inmobiliaria,Guanteros,1500000,24,0,1,62500.0
PANDA-9639365,Panda Inmobiliaria,Loma Los Mesa,20000000,291,3,4,68728.52233676976
PANDA-9653584,Panda Inmobiliaria,Capricentro,19750000,395,0,6,50000.0
PANDA-9653636,Panda Inmobiliaria,Capricentro,14350000,287,0,6,50000.0
PANDA-9653678,Panda Inmobiliaria,Capricentro,18950000,380,0,6,49868.42105263158
PANDA-9653679,Panda Inmobiliaria,Capricentro,18950000,380,0,6,49868.42105263158
PANDA-9657683,Panda Inmobiliaria,Las Margaritas,5000000,180,0,2,27777.777777777777
PANDA-9657716,Panda Inmobiliaria,Capricentro,11900000,238,0,3,50000.0
PANDA-9657749,Panda Inmobiliaria,Capricentro,4785000,87,0,2,55000.0
PANDA-9661933,Panda Inmobiliaria,Porvenir,1700000,50,3,2,34000.0
PANDA-9669954,Panda Inmobiliaria,Laureles,5000000,220,5,3,22727.272727272728
PANDA-9670073,Panda Inmobiliaria,Poblado,6000000,100,0,2,60000.0
PANDA-9673645,Panda Inmobiliaria,Poblado,4500000,88,4,2,51136.36363636364
PANDA-9692018,Panda Inmobiliaria,Barro Blanco,2700000,60,3,2,45000.0
PANDA-9694342,Panda Inmobiliaria,Fisebad,5000000,108,2,2,46296.2962962963
PANDA-9695545,Panda Inmobiliaria,El Porvenir,2500000,60,2,2,41666.666666666664
PANDA-9695550,Panda Inmobiliaria,El Porvenir,2600000,60,2,2,43333.333333333336
PANDA-9701517,Panda Inmobiliaria,Astorga,4200000,54,0,2,77777.77777777778
PANDA-9705543,Panda Inmobiliaria,La Paz,3500000,107,3,2,32710.280373831774
PANDA-9707867,Panda Inmobiliaria,Centro,8000000,160,0,2,50000.0
PANDA-9708708,Panda Inmobiliaria,Poblado,8000000,87,2,2,91954.02298850575
PANDA-9721950,Panda Inmobiliaria,Milla De Oro,8700000,260,5,5,33461.53846153846
PANDA-9737382,Panda Inmobiliaria,Los Naranjos,7000000,180,3,3,38888.88888888889
PANDA-9737780,Panda Inmobiliaria,San Marcos,6500000,178,5,3,36516.85393258427
PANDA-9744108,Panda Inmobiliaria,Bucarest,5000000,100,0,2,50000.0
PANDA-9745463,Panda Inmobiliaria,San Antonio,2500000,65,2,2,38461.53846153846
PANDA-9745483,Panda Inmobiliaria,San Antonio,3000000,65,2,2,46153.846153846156
PANDA-9745507,Panda Inmobiliaria,San Antonio,2600000,65,1,2,40000.0
PANDA-9745549,Panda Inmobiliaria,San Antonio,3200000,65,3,2,49230.769230769234
PANDA-9746480,Panda Inmobiliaria,San Antonio,2300000,60,2,2,38333.333333333336
PANDA-9746490,Panda Inmobiliaria,San Antonio,2600000,65,3,2,40000.0
PANDA-9746507,Panda Inmobiliaria,San Antonio,2500000,60,2,2,41666.666666666664
PANDA-9746532,Panda Inmobiliaria,San Antonio,2600000,60,3,2,43333.333333333336
PANDA-9746549,Panda Inmobiliaria,San Antonio,2500000,60,3,2,41666.666666666664
PANDA-9748531,Panda Inmobiliaria,Barro Blanco,1700000,50,1,1,34000.0
PANDA-9748558,Panda Inmobiliaria,Barro Blanco,2300000,60,2,1,38333.333333333336
PANDA-9748589,Panda Inmobiliaria,Barro Blanco,4000000,65,2,0,61538.46153846154
PANDA-9748672,Panda Inmobiliaria,El Retiro,2600000,60,2,2,43333.333333333336
PANDA-9748725,Panda Inmobiliaria,Porvenir,1800000,50,2,2,36000.0
PANDA-9748772,Panda Inmobiliaria,El Porvenir,1900000,47,1,1,40425.53191489362
PANDA-9748880,Panda Inmobiliaria,San Antonio,2400000,65,3,2,36923.07692307692
PANDA-9749142,Panda Inmobiliaria,San Antonio,2400000,60,1,2,40000.0
PANDA-9749186,Panda Inmobiliaria,San Antonio,2300000,60,2,1,38333.333333333336
PANDA-9749395,Panda Inmobiliaria,Porvenir,3000000,90,3,2,33333.333333333336
PANDA-9749543,Panda Inmobiliaria,Cimarronas,1600000,54,2,2,29629.62962962963
PANDA-9749607,Panda Inmobiliaria,Porvenir,3000000,90,3,2,33333.333333333336
PANDA-9750902,Panda Inmobiliaria,Porvenir,2500000,62,2,2,40322.58064516129
PANDA-9750930,Panda Inmobiliaria,Porvenir,2600000,62,2,2,41935.48387096774
PANDA-9753158,Panda Inmobiliaria,Antioquia Itagui,5500000,180,0,2,30555.555555555555
PANDA-9766853,Panda Inmobiliaria,Itagui,55000000,1280,0,6,42968.75
PANDA-9768581,Panda Inmobiliaria,Andalucia,3400000,110,3,2,30909.090909090908
PANDA-9773726,Panda Inmobiliaria,Las Casitas,15000000,120,0,1,125000.0
PANDA-9776681,Panda Inmobiliaria,Las Casitas,8000000,72,0,1,111111.11111111111
PANDA-9778204,Panda Inmobiliaria,San Antonio,2500000,69,3,2,36231.884057971016
PANDA-9778686,Panda Inmobiliaria,Barro Blanco,2500000,60,2,2,41666.666666666664
PANDA-9778774,Panda Inmobiliaria,Porvenir,1800000,50,2,2,36000.0
PANDA-9779594,Panda Inmobiliaria,Porvenir,5500000,125,3,3,44000.0
PANDA-9779772,Panda Inmobiliaria,La Fe,4000000,72,1,2,55555.555555555555
PANDA-9779919,Panda Inmobiliaria,Porvenir,2500000,60,2,2,41666.666666666664
PANDA-9780198,Panda Inmobiliaria,Los Colegios,2700000,70,3,2,38571.42857142857
PANDA-9786300,Panda Inmobiliaria,Barro Blanco,3000000,80,3,3,37500.0
PANDA-9786444,Panda Inmobiliaria,Porvenir,1750000,50,3,2,35000.0
PANDA-9786464,Panda Inmobiliaria,San Antonio De Pereira,1900000,52,1,1,36538.46153846154
PANDA-9786533,Panda Inmobiliaria,San Antonio De Pereira,2700000,65,2,2,41538.46153846154
PANDA-9786607,Panda Inmobiliaria,Porvenir,2900000,78,2,3,37179.48717948718
PANDA-9786705,Panda Inmobiliaria,Porvenir,3700000,88,3,3,42045.454545454544
PANDA-9793206,Panda Inmobiliaria,Vereda Portento,4000000,125,2,2,32000.0
PANDA-9793255,Panda Inmobiliaria,Las Casitas,7000000,72,0,1,97222.22222222222
PANDA-9795986,Panda Inmobiliaria,Sector Pantanillo,7000000,120,3,3,58333.333333333336
PANDA-9798228,Panda Inmobiliaria,Porvenir,2500000,60,2,2,41666.666666666664
PANDA-9802639,Panda Inmobiliaria,Manila,6800000,100,0,2,68000.0
PANDA-9803227,Panda Inmobiliaria,El Retiro,17000000,600,5,5,28333.333333333332
PANDA-9803356,Panda Inmobiliaria,El Retiro,3700000,74,2,2,50000.0
PANDA-9814694,Panda Inmobiliaria,Barro Blanco,2900000,77,3,2,37662.33766233766
PANDA-9814858,Panda Inmobiliaria,El Retiro,2200000,70,2,2,31428.571428571428
PANDA-9818034,Panda Inmobiliaria,Transversal Intermedia,9400000,260,4,4,36153.846153846156
PANDA-9822527,Panda Inmobiliaria,Poblado,35000000,600,10,9,58333.333333333336
PANDA-9824964,Panda Inmobiliaria,Centro,6000000,65,0,1,92307.69230769231
PANDA-9826824,Panda Inmobiliaria,La America,20000000,320,0,1,62500.0
PANDA-9826914,Panda Inmobiliaria,La America,15000000,280,0,5,53571.42857142857
PANDA-9833564,Panda Inmobiliaria,Barro Blanco,2750000,60,2,2,45833.333333333336
PANDA-9833577,Panda Inmobiliaria,La Mina,2300000,55,0,2,41818.181818181816
PANDA-9834787,Panda Inmobiliaria,San Antonio De Pereira,2500000,70,2,2,35714.28571428572
PANDA-9835747,Panda Inmobiliaria,Fontibon,1600000,58,3,2,27586.206896551725
PANDA-9837583,Panda Inmobiliaria,Centro,1700000,20,0,1,85000.0
PANDA-9846624,Panda Inmobiliaria,Centro,5500000,117,3,2,47008.54700854701
PANDA-9850971,Panda Inmobiliaria,Las Torres,2800000,74,2,2,37837.83783783784
PANDA-9853378,Panda Inmobiliaria,El Retiro,11500000,225,3,0,51111.11111111111
PANDA-9854035,Panda Inmobiliaria,El Retiro,4500000,52,1,2,86538.46153846153
PANDA-9855635,Panda Inmobiliaria,Poblado,4300000,120,4,3,35833.333333333336
PANDA-9859346,Panda Inmobiliaria,Centro,9500000,100,0,1,95000.0
PANDA-9861021,Panda Inmobiliaria,El Tesoro,5300000,121,4,4,43801.652892561986
PANDA-9862876,Panda Inmobiliaria,Belen,7500000,180,0,2,41666.666666666664
PANDA-9863340,Panda Inmobiliaria,Barro Blanco,2600000,66,2,2,39393.93939393939
PANDA-9863391,Panda Inmobiliaria,Barro Blanco,2800000,85,2,2,32941.17647058824
PANDA-9863421,Panda Inmobiliaria,Barro Blanco,2600000,69,2,2,37681.159420289856
PANDA-9863454,Panda Inmobiliaria,Gualandayes,2500000,45,0,2,55555.555555555555
PANDA-9863472,Panda Inmobiliaria,Barro Blanco,2600000,69,2,2,37681.159420289856
PANDA-9865207,Panda Inmobiliaria,Andalucia,5500000,170,4,2,32352.941176470587
PANDA-9869018,Panda Inmobiliaria,Andalucia,6000000,100,0,1,60000.0
PANDA-9869548,Panda Inmobiliaria,Obrero,3500000,124,4,2,28225.8064516129
PANDA-9886990,Panda Inmobiliaria,Poblado,9500000,105,0,2,90476.19047619047
PANDA-9887396,Panda Inmobiliaria,Barrio Incomar,3300000,60,0,1,55000.0
PANDA-9887909,Panda Inmobiliaria,Milla De Oro,12000000,226,4,5,53097.345132743365
PANDA-9887956,Panda Inmobiliaria,La Magnolia,2550000,92,3,2,27717.391304347828
PANDA-9893423,Panda Inmobiliaria,Barrio Mesa,6700000,160,5,2,41875.0
PANDA-9893527,Panda Inmobiliaria,Barro Blanco,2600000,66,2,2,39393.93939393939
PANDA-9893812,Panda Inmobiliaria,Barro Blanco,3000000,70,2,2,42857.142857142855
PANDA-9897634,Panda Inmobiliaria,Barro Blanco,3500000,73,3,2,47945.20547945205
PANDA-9913020,Panda Inmobiliaria,Santa Maria De Los Angeles,5600000,132,4,3,42424.242424242424
PANDA-9921051,Panda Inmobiliaria,ZuÑiga,5000000,108,2,3,46296.2962962963
PANDA-9921811,Panda Inmobiliaria,Las Casitas,4800000,90,3,2,53333.333333333336
PANDA-9925110,Panda Inmobiliaria,Metropolitano,3000000,120,4,2,25000.0
PANDA-9931693,Panda Inmobiliaria,El Portal,6700000,57,0,1,117543.85964912281
PANDA-9935306,Panda Inmobiliaria,Pontevedra,4300000,114,2,4,37719.29824561404
PANDA-9938140,Panda Inmobiliaria,Porvenir,1700000,50,2,0,34000.0
PANDA-9938148,Panda Inmobiliaria,El Porvenir,1650000,50,2,2,33000.0
PANDA-9938166,Panda Inmobiliaria,Porvenir,1650000,50,2,2,33000.0
PANDA-9938195,Panda Inmobiliaria,El Porvenir,1700000,50,2,2,34000.0
PANDA-9939002,Panda Inmobiliaria,Provenza,6000000,20,0,1,300000.0
PANDA-9940460,Panda Inmobiliaria,Centro,3300000,134,4,3,24626.86567164179
PANDA-9941573,Panda Inmobiliaria,La Magnolia,3700000,120,3,2,30833.333333333332
PANDA-9944892,Panda Inmobiliaria,Suramerica,6500000,240,4,3,27083.333333333332
PANDA-9946713,Panda Inmobiliaria,Fontibon,1700000,60,2,1,28333.333333333332
PANDA-9946894,Panda Inmobiliaria,Mesa,3400000,40,0,1,85000.0
PANDA-9951052,Panda Inmobiliaria,Santa Maria De Los Angeles,5000000,137,4,3,36496.3503649635
PANDA-9952392,Panda Inmobiliaria,El Porvenir,1850000,49,2,2,37755.102040816324
PANDA-9954363,Panda Inmobiliaria,Guayabal,7900000,218,0,2,36238.53211009174
PANDA-9954381,Panda Inmobiliaria,Alcala,3600000,120,4,3,30000.0
PANDA-9954552,Panda Inmobiliaria,Cristo Rey,5500000,200,4,2,27500.0
PANDA-9956692,Panda Inmobiliaria,La Magnolia,4500000,120,3,2,37500.0
PANDA-9957183,Panda Inmobiliaria,Barro Blanco,3100000,77,3,2,40259.74025974026
PANDA-9957290,Panda Inmobiliaria,Sajonia,6500000,300,4,3,21666.666666666668
PANDA-9961560,Panda Inmobiliaria,Tranvia,1700000,54,2,2,31481.48148148148
PANDA-9961567,Panda Inmobiliaria,Tranvia,1700000,54,2,2,31481.48148148148
PANDA-9961648,Panda Inmobiliaria,Cimarronas,1600000,54,2,2,29629.62962962963
PANDA-9963247,Panda Inmobiliaria,El Esmeraldal,2300000,260,3,2,8846.153846153846
PANDA-9964751,Panda Inmobiliaria,Loma Del Escobero,3800000,70,2,3,54285.71428571428
PANDA-9964928,Panda Inmobiliaria,Los Balsos,4300000,120,3,3,35833.333333333336
PANDA-9970317,Panda Inmobiliaria,Barrio Mesa,8500000,220,5,4,38636.36363636364
PANDA-9976732,Panda Inmobiliaria,Los Balsos,5800000,130,3,3,44615.38461538462
PANDA-9977981,Panda Inmobiliaria,Loma Del Esmeraldal,3800000,70,2,2,54285.71428571428
PANDA-9980612,Panda Inmobiliaria,Las Brujas,6500000,160,3,2,40625.0
PANDA-9980845,Panda Inmobiliaria,Loma Del Esmeraldal,3800000,70,2,2,54285.71428571428
PANDA-9980936,Panda Inmobiliaria,Loma Del Esmeraldal,3700000,70,2,2,52857.142857142855
PANDA-9993704,Panda Inmobiliaria,Bucarest,3200000,25,0,1,128000.0
PANDA-9993742,Panda Inmobiliaria,Bucarest,3200000,50,0,2,64000.0
PANDA-9994516,Panda Inmobiliaria,Cimarronas,1500000,55,3,2,27272.727272727272
PANDA-9996461,Panda Inmobiliaria,Manila,5500000,63,0,2,87301.58730158731
PANDA-10000675,Panda Inmobiliaria,Sajonia,5500000,2000,3,3,2750.0
PANDA-10002418,Panda Inmobiliaria,Barrio Mesa,6500000,200,3,3,32500.0
PANDA-10004638,Panda Inmobiliaria,Loma Del Esmeraldal,6500000,127,3,4,51181.10236220472
PANDA-10006540,Panda Inmobiliaria,Loma Del Escobero,4950000,123,3,4,40243.90243902439
PANDA-10006780,Panda Inmobiliaria,Señorial,3000000,60,1,2,50000.0
PANDA-10008388,Panda Inmobiliaria,Camino Verde,4500000,82,3,2,54878.04878048781
PANDA-10010146,Panda Inmobiliaria,San Marcos,3000000,100,3,2,30000.0
PANDA-10010242,Panda Inmobiliaria,Centro,3600000,160,4,2,22500.0
PANDA-10010557,Panda Inmobiliaria,Ferreria,2400000,62,2,2,38709.67741935484
PANDA-10011133,Panda Inmobiliaria,Camino Verde,3000000,62,3,2,48387.096774193546
PANDA-10012609,Panda Inmobiliaria,Centro,8000000,200,3,2,40000.0
